family,dataset,model,seed,precision,recall,f1
promise-ck,poi-3.0,RF-HP,4,0.935064935064935,0.8470588235294118,0.8888888888888888
promise-ck,poi-3.0,XGB-HP,4,0.9315068493150684,0.8,0.8607594936708861
promise-ck,poi-3.0,LGB-HP,4,0.8470588235294118,0.8470588235294118,0.8470588235294118
promise-ck,poi-3.0,RF-SMOTE,4,0.9,0.8470588235294118,0.8727272727272727
promise-ck,poi-3.0,LR,5,0.8533333333333334,0.7529411764705882,0.8
promise-ck,poi-3.0,RF,5,0.8452380952380952,0.8352941176470589,0.8402366863905325
promise-ck,poi-3.0,XGB,5,0.8780487804878049,0.8470588235294118,0.8622754491017964
promise-ck,poi-3.0,LGB,5,0.8604651162790697,0.8705882352941177,0.8654970760233918
promise-ck,poi-3.0,Stacking,5,0.8651685393258427,0.9058823529411765,0.8850574712643678
promise-ck,poi-3.0,RF-HP,5,0.922077922077922,0.8352941176470589,0.8765432098765432
promise-ck,poi-3.0,XGB-HP,5,0.9333333333333333,0.8235294117647058,0.875
promise-ck,poi-3.0,LGB-HP,5,0.8314606741573034,0.8705882352941177,0.8505747126436781
promise-ck,poi-3.0,RF-SMOTE,5,0.8674698795180723,0.8470588235294118,0.8571428571428571
promise-ck,poi-3.0,LR,6,0.8227848101265823,0.7647058823529411,0.7926829268292683
promise-ck,poi-3.0,RF,6,0.8470588235294118,0.8470588235294118,0.8470588235294118
promise-ck,poi-3.0,XGB,6,0.8488372093023255,0.8588235294117647,0.8538011695906432
promise-ck,poi-3.0,LGB,6,0.8452380952380952,0.8352941176470589,0.8402366863905325
promise-ck,poi-3.0,Stacking,6,0.8372093023255814,0.8470588235294118,0.8421052631578947
promise-ck,poi-3.0,RF-HP,6,0.8554216867469879,0.8352941176470589,0.8452380952380952
promise-ck,poi-3.0,XGB-HP,6,0.8395061728395061,0.8,0.8192771084337349
promise-ck,poi-3.0,LGB-HP,6,0.8536585365853658,0.8235294117647058,0.8383233532934131
promise-ck,poi-3.0,RF-SMOTE,6,0.8641975308641975,0.8235294117647058,0.8433734939759037
promise-ck,poi-3.0,LR,7,0.8148148148148148,0.7764705882352941,0.7951807228915663
promise-ck,poi-3.0,RF,7,0.8210526315789474,0.9176470588235294,0.8666666666666667
promise-ck,poi-3.0,XGB,7,0.8444444444444444,0.8941176470588236,0.8685714285714285
promise-ck,poi-3.0,LGB,7,0.8666666666666667,0.9176470588235294,0.8914285714285715
promise-ck,poi-3.0,Stacking,7,0.8297872340425532,0.9176470588235294,0.8715083798882681
promise-ck,poi-3.0,RF-HP,7,0.8928571428571429,0.8823529411764706,0.8875739644970414
promise-ck,poi-3.0,XGB-HP,7,0.9125,0.8588235294117647,0.8848484848484849
promise-ck,poi-3.0,LGB-HP,7,0.7978723404255319,0.8823529411764706,0.8379888268156425
promise-ck,poi-3.0,RF-SMOTE,7,0.8333333333333334,0.8823529411764706,0.8571428571428571
promise-ck,poi-3.0,LR,8,0.7692307692307693,0.7058823529411765,0.7361963190184049
promise-ck,poi-3.0,RF,8,0.7906976744186046,0.8,0.7953216374269005
promise-ck,poi-3.0,XGB,8,0.7976190476190477,0.788235294117647,0.7928994082840237
promise-ck,poi-3.0,LGB,8,0.7951807228915663,0.7764705882352941,0.7857142857142857
promise-ck,poi-3.0,Stacking,8,0.7857142857142857,0.7764705882352941,0.7810650887573964
promise-ck,poi-3.0,RF-HP,8,0.8354430379746836,0.7764705882352941,0.8048780487804879
promise-ck,poi-3.0,XGB-HP,8,0.8648648648648649,0.7529411764705882,0.8050314465408805
promise-ck,poi-3.0,LGB-HP,8,0.8,0.8,0.8
promise-ck,poi-3.0,RF-SMOTE,8,0.7951807228915663,0.7764705882352941,0.7857142857142857
promise-ck,poi-3.0,LR,9,0.8421052631578947,0.7529411764705882,0.7950310559006211
promise-ck,poi-3.0,RF,9,0.8780487804878049,0.8470588235294118,0.8622754491017964
promise-ck,poi-3.0,XGB,9,0.8795180722891566,0.8588235294117647,0.8690476190476191
promise-ck,poi-3.0,LGB,9,0.8604651162790697,0.8705882352941177,0.8654970760233918
promise-ck,poi-3.0,Stacking,9,0.8690476190476191,0.8588235294117647,0.863905325443787
promise-ck,poi-3.0,RF-HP,9,0.8987341772151899,0.8352941176470589,0.8658536585365854
promise-ck,poi-3.0,XGB-HP,9,0.9113924050632911,0.8470588235294118,0.8780487804878049
promise-ck,poi-3.0,LGB-HP,9,0.8780487804878049,0.8470588235294118,0.8622754491017964
promise-ck,poi-3.0,RF-SMOTE,9,0.8734177215189873,0.8117647058823529,0.8414634146341463
promise-ck,poi-3.0,LR,10,0.7837837837837838,0.6823529411764706,0.7295597484276729
promise-ck,poi-3.0,RF,10,0.85,0.8,0.8242424242424242
promise-ck,poi-3.0,XGB,10,0.8205128205128205,0.7529411764705882,0.7852760736196319
promise-ck,poi-3.0,LGB,10,0.8533333333333334,0.7529411764705882,0.8
promise-ck,poi-3.0,Stacking,10,0.8117647058823529,0.8117647058823529,0.8117647058823529
promise-ck,poi-3.0,RF-HP,10,0.868421052631579,0.7764705882352941,0.8198757763975155
promise-ck,poi-3.0,XGB-HP,10,0.8857142857142857,0.7294117647058823,0.8
promise-ck,poi-3.0,LGB-HP,10,0.8227848101265823,0.7647058823529411,0.7926829268292683
promise-ck,poi-3.0,RF-SMOTE,10,0.8513513513513513,0.7411764705882353,0.7924528301886793
promise-ck,poi-3.0,LR,11,0.8227848101265823,0.7647058823529411,0.7926829268292683
promise-ck,poi-3.0,RF,11,0.8369565217391305,0.9058823529411765,0.8700564971751412
promise-ck,poi-3.0,XGB,11,0.8470588235294118,0.8470588235294118,0.8470588235294118
promise-ck,poi-3.0,LGB,11,0.8780487804878049,0.8470588235294118,0.8622754491017964
promise-ck,poi-3.0,Stacking,11,0.8505747126436781,0.8705882352941177,0.8604651162790697
promise-ck,poi-3.0,RF-HP,11,0.8953488372093024,0.9058823529411765,0.9005847953216374
promise-ck,poi-3.0,XGB-HP,11,0.8780487804878049,0.8470588235294118,0.8622754491017964
promise-ck,poi-3.0,LGB-HP,11,0.8780487804878049,0.8470588235294118,0.8622754491017964
promise-ck,poi-3.0,RF-SMOTE,11,0.8837209302325582,0.8941176470588236,0.8888888888888888
promise-ck,poi-3.0,LR,12,0.8157894736842105,0.7294117647058823,0.7701863354037267
promise-ck,poi-3.0,RF,12,0.8481012658227848,0.788235294117647,0.8170731707317073
promise-ck,poi-3.0,XGB,12,0.8375,0.788235294117647,0.8121212121212121
promise-ck,poi-3.0,LGB,12,0.8481012658227848,0.788235294117647,0.8170731707317073
promise-ck,poi-3.0,Stacking,12,0.8607594936708861,0.8,0.8292682926829268
promise-ck,poi-3.0,RF-HP,12,0.8533333333333334,0.7529411764705882,0.8
promise-ck,poi-3.0,XGB-HP,12,0.868421052631579,0.7764705882352941,0.8198757763975155
promise-ck,poi-3.0,LGB-HP,12,0.8354430379746836,0.7764705882352941,0.8048780487804879
promise-ck,poi-3.0,RF-SMOTE,12,0.8552631578947368,0.7647058823529411,0.8074534161490683
promise-ck,poi-3.0,LR,13,0.8571428571428571,0.7764705882352941,0.8148148148148148
promise-ck,poi-3.0,RF,13,0.8831168831168831,0.8,0.8395061728395061
promise-ck,poi-3.0,XGB,13,0.881578947368421,0.788235294117647,0.8322981366459627
promise-ck,poi-3.0,LGB,13,0.8783783783783784,0.7647058823529411,0.8176100628930818
promise-ck,poi-3.0,Stacking,13,0.8701298701298701,0.788235294117647,0.8271604938271605
promise-ck,poi-3.0,RF-HP,13,0.9142857142857143,0.7529411764705882,0.8258064516129032
promise-ck,poi-3.0,XGB-HP,13,0.9154929577464789,0.7647058823529411,0.8333333333333334
promise-ck,poi-3.0,LGB-HP,13,0.8481012658227848,0.788235294117647,0.8170731707317073
promise-ck,poi-3.0,RF-SMOTE,13,0.9166666666666666,0.7764705882352941,0.8407643312101911
promise-ck,poi-3.0,LR,14,0.8552631578947368,0.7647058823529411,0.8074534161490683
promise-ck,poi-3.0,RF,14,0.8536585365853658,0.8235294117647058,0.8383233532934131
promise-ck,poi-3.0,XGB,14,0.8372093023255814,0.8470588235294118,0.8421052631578947
promise-ck,poi-3.0,LGB,14,0.8333333333333334,0.8235294117647058,0.8284023668639053
promise-ck,poi-3.0,Stacking,14,0.8255813953488372,0.8352941176470589,0.8304093567251462
promise-ck,poi-3.0,RF-HP,14,0.8641975308641975,0.8235294117647058,0.8433734939759037
promise-ck,poi-3.0,XGB-HP,14,0.8734177215189873,0.8117647058823529,0.8414634146341463
promise-ck,poi-3.0,LGB-HP,14,0.8275862068965517,0.8470588235294118,0.8372093023255814
promise-ck,poi-3.0,RF-SMOTE,14,0.875,0.8235294117647058,0.8484848484848485
promise-ck,poi-3.0,LR,15,0.782051282051282,0.7176470588235294,0.7484662576687117
promise-ck,poi-3.0,RF,15,0.7931034482758621,0.8117647058823529,0.8023255813953488
promise-ck,poi-3.0,XGB,15,0.8390804597701149,0.8588235294117647,0.8488372093023255
promise-ck,poi-3.0,LGB,15,0.8372093023255814,0.8470588235294118,0.8421052631578947
promise-ck,poi-3.0,Stacking,15,0.8131868131868132,0.8705882352941177,0.8409090909090909
promise-ck,poi-3.0,RF-HP,15,0.8395061728395061,0.8,0.8192771084337349
promise-ck,poi-3.0,XGB-HP,15,0.8701298701298701,0.788235294117647,0.8271604938271605
promise-ck,poi-3.0,LGB-HP,15,0.8390804597701149,0.8588235294117647,0.8488372093023255
promise-ck,poi-3.0,RF-SMOTE,15,0.8414634146341463,0.8117647058823529,0.8263473053892215
promise-ck,poi-3.0,LR,16,0.8311688311688312,0.7529411764705882,0.7901234567901234
promise-ck,poi-3.0,RF,16,0.8505747126436781,0.8705882352941177,0.8604651162790697
promise-ck,poi-3.0,XGB,16,0.8705882352941177,0.8705882352941177,0.8705882352941177
promise-ck,poi-3.0,LGB,16,0.8444444444444444,0.8941176470588236,0.8685714285714285
promise-ck,poi-3.0,Stacking,16,0.8426966292134831,0.8823529411764706,0.8620689655172413
promise-ck,poi-3.0,RF-HP,16,0.8658536585365854,0.8352941176470589,0.8502994011976048
promise-ck,poi-3.0,XGB-HP,16,0.8947368421052632,0.8,0.84472049689441
promise-ck,poi-3.0,LGB-HP,16,0.8333333333333334,0.8823529411764706,0.8571428571428571
promise-ck,poi-3.0,RF-SMOTE,16,0.8554216867469879,0.8352941176470589,0.8452380952380952
promise-ck,poi-3.0,LR,17,0.8648648648648649,0.7529411764705882,0.8050314465408805
promise-ck,poi-3.0,RF,17,0.8941176470588236,0.8941176470588236,0.8941176470588236
promise-ck,poi-3.0,XGB,17,0.8837209302325582,0.8941176470588236,0.8888888888888888
promise-ck,poi-3.0,LGB,17,0.8823529411764706,0.8823529411764706,0.8823529411764706
promise-ck,poi-3.0,Stacking,17,0.8876404494382022,0.9294117647058824,0.9080459770114943
promise-ck,poi-3.0,RF-HP,17,0.9135802469135802,0.8705882352941177,0.891566265060241
promise-ck,poi-3.0,XGB-HP,17,0.9012345679012346,0.8588235294117647,0.8795180722891566
promise-ck,poi-3.0,LGB-HP,17,0.8620689655172413,0.8823529411764706,0.872093023255814
promise-ck,poi-3.0,RF-SMOTE,17,0.8941176470588236,0.8941176470588236,0.8941176470588236
promise-ck,poi-3.0,LR,18,0.8356164383561644,0.7176470588235294,0.7721518987341772
promise-ck,poi-3.0,RF,18,0.8780487804878049,0.8470588235294118,0.8622754491017964
promise-ck,poi-3.0,XGB,18,0.8588235294117647,0.8588235294117647,0.8588235294117647
promise-ck,poi-3.0,LGB,18,0.8554216867469879,0.8352941176470589,0.8452380952380952
promise-ck,poi-3.0,Stacking,18,0.8690476190476191,0.8588235294117647,0.863905325443787
promise-ck,poi-3.0,RF-HP,18,0.8589743589743589,0.788235294117647,0.8220858895705522
promise-ck,poi-3.0,XGB-HP,18,0.9027777777777778,0.7647058823529411,0.8280254777070064
promise-ck,poi-3.0,LGB-HP,18,0.8607594936708861,0.8,0.8292682926829268
promise-ck,poi-3.0,RF-SMOTE,18,0.9078947368421053,0.8117647058823529,0.8571428571428571
promise-ck,poi-3.0,LR,19,0.8552631578947368,0.7647058823529411,0.8074534161490683
promise-ck,poi-3.0,RF,19,0.872093023255814,0.8823529411764706,0.8771929824561403
promise-ck,poi-3.0,XGB,19,0.8863636363636364,0.9176470588235294,0.9017341040462428
promise-ck,poi-3.0,LGB,19,0.8863636363636364,0.9176470588235294,0.9017341040462428
promise-ck,poi-3.0,Stacking,19,0.8586956521739131,0.9294117647058824,0.8926553672316384
promise-ck,poi-3.0,RF-HP,19,0.9,0.8470588235294118,0.8727272727272727
promise-ck,poi-3.0,XGB-HP,19,0.9230769230769231,0.8470588235294118,0.8834355828220859
promise-ck,poi-3.0,LGB-HP,19,0.8404255319148937,0.9294117647058824,0.88268156424581
promise-ck,poi-3.0,RF-SMOTE,19,0.8888888888888888,0.8470588235294118,0.8674698795180723
promise-ck,poi-3.0,LR,20,0.8823529411764706,0.7058823529411765,0.7843137254901961
promise-ck,poi-3.0,RF,20,0.8505747126436781,0.8705882352941177,0.8604651162790697
promise-ck,poi-3.0,XGB,20,0.868421052631579,0.7764705882352941,0.8198757763975155
promise-ck,poi-3.0,LGB,20,0.8765432098765432,0.8352941176470589,0.8554216867469879
promise-ck,poi-3.0,Stacking,20,0.8588235294117647,0.8588235294117647,0.8588235294117647
promise-ck,poi-3.0,RF-HP,20,0.881578947368421,0.788235294117647,0.8322981366459627
promise-ck,poi-3.0,XGB-HP,20,0.9066666666666666,0.8,0.85
promise-ck,poi-3.0,LGB-HP,20,0.8846153846153846,0.8117647058823529,0.8466257668711656
promise-ck,poi-3.0,RF-SMOTE,20,0.8846153846153846,0.8117647058823529,0.8466257668711656
promise-ck,poi-3.0,LR,21,0.8611111111111112,0.7294117647058823,0.7898089171974523
promise-ck,poi-3.0,RF,21,0.8275862068965517,0.8470588235294118,0.8372093023255814
promise-ck,poi-3.0,XGB,21,0.8674698795180723,0.8470588235294118,0.8571428571428571
promise-ck,poi-3.0,LGB,21,0.8333333333333334,0.8235294117647058,0.8284023668639053
promise-ck,poi-3.0,Stacking,21,0.8352941176470589,0.8352941176470589,0.8352941176470589
promise-ck,poi-3.0,RF-HP,21,0.88,0.7764705882352941,0.825
promise-ck,poi-3.0,XGB-HP,21,0.8918918918918919,0.7764705882352941,0.8301886792452831
promise-ck,poi-3.0,LGB-HP,21,0.8589743589743589,0.788235294117647,0.8220858895705522
promise-ck,poi-3.0,RF-SMOTE,21,0.8607594936708861,0.8,0.8292682926829268
promise-ck,poi-3.0,LR,22,0.8194444444444444,0.6941176470588235,0.7515923566878981
promise-ck,poi-3.0,RF,22,0.8961038961038961,0.8117647058823529,0.8518518518518519
promise-ck,poi-3.0,XGB,22,0.9054054054054054,0.788235294117647,0.8427672955974843
promise-ck,poi-3.0,LGB,22,0.8783783783783784,0.7647058823529411,0.8176100628930818
promise-ck,poi-3.0,Stacking,22,0.8518518518518519,0.8117647058823529,0.8313253012048193
promise-ck,poi-3.0,RF-HP,22,0.9166666666666666,0.7764705882352941,0.8407643312101911
promise-ck,poi-3.0,XGB-HP,22,0.9428571428571428,0.7764705882352941,0.8516129032258064
promise-ck,poi-3.0,LGB-HP,22,0.8481012658227848,0.788235294117647,0.8170731707317073
promise-ck,poi-3.0,RF-SMOTE,22,0.8904109589041096,0.7647058823529411,0.8227848101265823
promise-ck,poi-3.0,LR,23,0.8833333333333333,0.6235294117647059,0.7310344827586207
promise-ck,poi-3.0,RF,23,0.9125,0.8588235294117647,0.8848484848484849
promise-ck,poi-3.0,XGB,23,0.8947368421052632,0.8,0.84472049689441
promise-ck,poi-3.0,LGB,23,0.8875,0.8352941176470589,0.8606060606060606
promise-ck,poi-3.0,Stacking,23,0.8902439024390244,0.8588235294117647,0.874251497005988
promise-ck,poi-3.0,RF-HP,23,0.9420289855072463,0.7647058823529411,0.8441558441558441
promise-ck,poi-3.0,XGB-HP,23,0.9242424242424242,0.7176470588235294,0.8079470198675497
promise-ck,poi-3.0,LGB-HP,23,0.8314606741573034,0.8705882352941177,0.8505747126436781
promise-ck,poi-3.0,RF-SMOTE,23,0.9295774647887324,0.7764705882352941,0.8461538461538461
promise-ck,poi-3.0,LR,24,0.9066666666666666,0.8,0.85
promise-ck,poi-3.0,RF,24,0.8172043010752689,0.8941176470588236,0.8539325842696629
promise-ck,poi-3.0,XGB,24,0.8444444444444444,0.8941176470588236,0.8685714285714285
promise-ck,poi-3.0,LGB,24,0.8369565217391305,0.9058823529411765,0.8700564971751412
promise-ck,poi-3.0,Stacking,24,0.8369565217391305,0.9058823529411765,0.8700564971751412
promise-ck,poi-3.0,RF-HP,24,0.8444444444444444,0.8941176470588236,0.8685714285714285
promise-ck,poi-3.0,XGB-HP,24,0.9012345679012346,0.8588235294117647,0.8795180722891566
promise-ck,poi-3.0,LGB-HP,24,0.8181818181818182,0.8470588235294118,0.8323699421965318
promise-ck,poi-3.0,RF-SMOTE,24,0.8505747126436781,0.8705882352941177,0.8604651162790697
promise-ck,poi-3.0,LR,25,0.8732394366197183,0.7294117647058823,0.7948717948717948
promise-ck,poi-3.0,RF,25,0.8536585365853658,0.8235294117647058,0.8383233532934131
promise-ck,poi-3.0,XGB,25,0.8860759493670886,0.8235294117647058,0.8536585365853658
promise-ck,poi-3.0,LGB,25,0.8734177215189873,0.8117647058823529,0.8414634146341463
promise-ck,poi-3.0,Stacking,25,0.8705882352941177,0.8705882352941177,0.8705882352941177
promise-ck,poi-3.0,RF-HP,25,0.8974358974358975,0.8235294117647058,0.8588957055214724
promise-ck,poi-3.0,XGB-HP,25,0.9041095890410958,0.7764705882352941,0.8354430379746836
promise-ck,poi-3.0,LGB-HP,25,0.8765432098765432,0.8352941176470589,0.8554216867469879
promise-ck,poi-3.0,RF-SMOTE,25,0.8734177215189873,0.8117647058823529,0.8414634146341463
promise-ck,poi-3.0,LR,26,0.8533333333333334,0.7529411764705882,0.8
promise-ck,poi-3.0,RF,26,0.8658536585365854,0.8352941176470589,0.8502994011976048
promise-ck,poi-3.0,XGB,26,0.8674698795180723,0.8470588235294118,0.8571428571428571
promise-ck,poi-3.0,LGB,26,0.8658536585365854,0.8352941176470589,0.8502994011976048
promise-ck,poi-3.0,Stacking,26,0.8554216867469879,0.8352941176470589,0.8452380952380952
promise-ck,poi-3.0,RF-HP,26,0.875,0.8235294117647058,0.8484848484848485
promise-ck,poi-3.0,XGB-HP,26,0.875,0.8235294117647058,0.8484848484848485
promise-ck,poi-3.0,LGB-HP,26,0.8607594936708861,0.8,0.8292682926829268
promise-ck,poi-3.0,RF-SMOTE,26,0.8625,0.8117647058823529,0.8363636363636363
promise-ck,poi-3.0,LR,27,0.8125,0.611764705882353,0.697986577181208
promise-ck,poi-3.0,RF,27,0.8701298701298701,0.788235294117647,0.8271604938271605
promise-ck,poi-3.0,XGB,27,0.8607594936708861,0.8,0.8292682926829268
promise-ck,poi-3.0,LGB,27,0.8701298701298701,0.788235294117647,0.8271604938271605
promise-ck,poi-3.0,Stacking,27,0.8333333333333334,0.8235294117647058,0.8284023668639053
promise-ck,poi-3.0,RF-HP,27,0.9295774647887324,0.7764705882352941,0.8461538461538461
promise-ck,poi-3.0,XGB-HP,27,0.9538461538461539,0.7294117647058823,0.8266666666666667
promise-ck,poi-3.0,LGB-HP,27,0.8625,0.8117647058823529,0.8363636363636363
promise-ck,poi-3.0,RF-SMOTE,27,0.9402985074626866,0.7411764705882353,0.8289473684210527
promise-ck,poi-3.0,LR,28,0.855072463768116,0.6941176470588235,0.7662337662337663
promise-ck,poi-3.0,RF,28,0.8780487804878049,0.8470588235294118,0.8622754491017964
promise-ck,poi-3.0,XGB,28,0.9027777777777778,0.7647058823529411,0.8280254777070064
promise-ck,poi-3.0,LGB,28,0.881578947368421,0.788235294117647,0.8322981366459627
promise-ck,poi-3.0,Stacking,28,0.8961038961038961,0.8117647058823529,0.8518518518518519
promise-ck,poi-3.0,RF-HP,28,0.9054054054054054,0.788235294117647,0.8427672955974843
promise-ck,poi-3.0,XGB-HP,28,0.9,0.7411764705882353,0.8129032258064516
promise-ck,poi-3.0,LGB-HP,28,0.8860759493670886,0.8235294117647058,0.8536585365853658
promise-ck,poi-3.0,RF-SMOTE,28,0.9154929577464789,0.7647058823529411,0.8333333333333334
promise-ck,poi-3.0,LR,29,0.8354430379746836,0.7764705882352941,0.8048780487804879
promise-ck,poi-3.0,RF,29,0.8241758241758241,0.8823529411764706,0.8522727272727273
promise-ck,poi-3.0,XGB,29,0.8641975308641975,0.8235294117647058,0.8433734939759037
promise-ck,poi-3.0,LGB,29,0.8690476190476191,0.8588235294117647,0.863905325443787
promise-ck,poi-3.0,Stacking,29,0.8131868131868132,0.8705882352941177,0.8409090909090909
promise-ck,poi-3.0,RF-HP,29,0.875,0.8235294117647058,0.8484848484848485
promise-ck,poi-3.0,XGB-HP,29,0.8846153846153846,0.8117647058823529,0.8466257668711656
promise-ck,poi-3.0,LGB-HP,29,0.8658536585365854,0.8352941176470589,0.8502994011976048
promise-ck,poi-3.0,RF-SMOTE,29,0.8588235294117647,0.8588235294117647,0.8588235294117647
promise-ck,synapse-1.2,LR,0,0.5357142857142857,0.5769230769230769,0.5555555555555556
promise-ck,synapse-1.2,RF,0,0.5833333333333334,0.5384615384615384,0.56
promise-ck,synapse-1.2,XGB,0,0.6,0.6923076923076923,0.6428571428571429
promise-ck,synapse-1.2,LGB,0,0.6206896551724138,0.6923076923076923,0.6545454545454545
promise-ck,synapse-1.2,Stacking,0,0.6,0.46153846153846156,0.5217391304347826
promise-ck,synapse-1.2,RF-HP,0,0.5555555555555556,0.5769230769230769,0.5660377358490566
promise-ck,synapse-1.2,XGB-HP,0,0.6,0.8076923076923077,0.6885245901639344
promise-ck,synapse-1.2,LGB-HP,0,0.6818181818181818,0.5769230769230769,0.625
promise-ck,synapse-1.2,RF-SMOTE,0,0.5666666666666667,0.6538461538461539,0.6071428571428571
promise-ck,synapse-1.2,LR,1,0.5172413793103449,0.5769230769230769,0.5454545454545454
promise-ck,synapse-1.2,RF,1,0.625,0.5769230769230769,0.6
promise-ck,synapse-1.2,XGB,1,0.5517241379310345,0.6153846153846154,0.5818181818181818
promise-ck,synapse-1.2,LGB,1,0.5925925925925926,0.6153846153846154,0.6037735849056604
promise-ck,synapse-1.2,Stacking,1,0.5714285714285714,0.46153846153846156,0.5106382978723404
promise-ck,synapse-1.2,RF-HP,1,0.5588235294117647,0.7307692307692307,0.6333333333333333
promise-ck,synapse-1.2,XGB-HP,1,0.5405405405405406,0.7692307692307693,0.6349206349206349
promise-ck,synapse-1.2,LGB-HP,1,0.5714285714285714,0.6153846153846154,0.5925925925925926
promise-ck,synapse-1.2,RF-SMOTE,1,0.6060606060606061,0.7692307692307693,0.6779661016949152
promise-ck,synapse-1.2,LR,2,0.5652173913043478,0.5,0.5306122448979592
promise-ck,synapse-1.2,RF,2,0.631578947368421,0.46153846153846156,0.5333333333333333
promise-ck,synapse-1.2,XGB,2,0.631578947368421,0.46153846153846156,0.5333333333333333
promise-ck,synapse-1.2,LGB,2,0.6190476190476191,0.5,0.5531914893617021
promise-ck,synapse-1.2,Stacking,2,0.631578947368421,0.46153846153846156,0.5333333333333333
promise-ck,synapse-1.2,RF-HP,2,0.5833333333333334,0.5384615384615384,0.56
promise-ck,synapse-1.2,XGB-HP,2,0.5833333333333334,0.5384615384615384,0.56
promise-ck,synapse-1.2,LGB-HP,2,0.6842105263157895,0.5,0.5777777777777777
promise-ck,synapse-1.2,RF-SMOTE,2,0.6190476190476191,0.5,0.5531914893617021
promise-ck,synapse-1.2,LR,3,0.64,0.6153846153846154,0.6274509803921569
promise-ck,synapse-1.2,RF,3,0.7647058823529411,0.5,0.6046511627906976
promise-ck,synapse-1.2,XGB,3,0.6666666666666666,0.6153846153846154,0.64
promise-ck,synapse-1.2,LGB,3,0.6086956521739131,0.5384615384615384,0.5714285714285714
promise-ck,synapse-1.2,Stacking,3,0.6875,0.4230769230769231,0.5238095238095238
promise-ck,synapse-1.2,RF-HP,3,0.7083333333333334,0.6538461538461539,0.68
promise-ck,synapse-1.2,XGB-HP,3,0.6666666666666666,0.7692307692307693,0.7142857142857143
promise-ck,synapse-1.2,LGB-HP,3,0.6956521739130435,0.6153846153846154,0.6530612244897959
promise-ck,synapse-1.2,RF-SMOTE,3,0.6521739130434783,0.5769230769230769,0.6122448979591837
promise-ck,synapse-1.2,LR,4,0.5517241379310345,0.6153846153846154,0.5818181818181818
promise-ck,synapse-1.2,RF,4,0.6111111111111112,0.4230769230769231,0.5
promise-ck,synapse-1.2,XGB,4,0.5416666666666666,0.5,0.52
promise-ck,synapse-1.2,LGB,4,0.5652173913043478,0.5,0.5306122448979592
promise-ck,synapse-1.2,Stacking,4,0.6666666666666666,0.46153846153846156,0.5454545454545454
promise-ck,synapse-1.2,RF-HP,4,0.5416666666666666,0.5,0.52
promise-ck,synapse-1.2,XGB-HP,4,0.5555555555555556,0.5769230769230769,0.5660377358490566
promise-ck,synapse-1.2,LGB-HP,4,0.46153846153846156,0.23076923076923078,0.3076923076923077
promise-ck,synapse-1.2,RF-SMOTE,4,0.64,0.6153846153846154,0.6274509803921569
promise-ck,synapse-1.2,LR,5,0.6818181818181818,0.5769230769230769,0.625
promise-ck,synapse-1.2,RF,5,0.7058823529411765,0.46153846153846156,0.5581395348837209
promise-ck,synapse-1.2,XGB,5,0.8,0.6153846153846154,0.6956521739130435
promise-ck,synapse-1.2,LGB,5,0.7368421052631579,0.5384615384615384,0.6222222222222222
promise-ck,synapse-1.2,Stacking,5,0.7058823529411765,0.46153846153846156,0.5581395348837209
promise-ck,synapse-1.2,RF-HP,5,0.6818181818181818,0.5769230769230769,0.625
promise-ck,synapse-1.2,XGB-HP,5,0.68,0.6538461538461539,0.6666666666666666
promise-ck,synapse-1.2,LGB-HP,5,0.6842105263157895,0.5,0.5777777777777777
promise-ck,synapse-1.2,RF-SMOTE,5,0.6956521739130435,0.6153846153846154,0.6530612244897959
promise-ck,synapse-1.2,LR,6,0.5483870967741935,0.6538461538461539,0.5964912280701754
promise-ck,synapse-1.2,RF,6,0.5833333333333334,0.5384615384615384,0.56
promise-ck,synapse-1.2,XGB,6,0.6333333333333333,0.7307692307692307,0.6785714285714286
promise-ck,synapse-1.2,LGB,6,0.68,0.6538461538461539,0.6666666666666666
promise-ck,synapse-1.2,Stacking,6,0.6538461538461539,0.6538461538461539,0.6538461538461539
promise-ck,synapse-1.2,RF-HP,6,0.625,0.7692307692307693,0.6896551724137931
promise-ck,synapse-1.2,XGB-HP,6,0.5882352941176471,0.7692307692307693,0.6666666666666666
promise-ck,synapse-1.2,LGB-HP,6,0.6896551724137931,0.7692307692307693,0.7272727272727273
promise-ck,synapse-1.2,RF-SMOTE,6,0.5862068965517241,0.6538461538461539,0.6181818181818182
promise-ck,synapse-1.2,LR,7,0.4838709677419355,0.5769230769230769,0.5263157894736842
promise-ck,synapse-1.2,RF,7,0.5,0.5384615384615384,0.5185185185185185
promise-ck,synapse-1.2,XGB,7,0.4838709677419355,0.5769230769230769,0.5263157894736842
promise-ck,synapse-1.2,LGB,7,0.5,0.5769230769230769,0.5357142857142857
promise-ck,synapse-1.2,Stacking,7,0.5,0.5384615384615384,0.5185185185185185
promise-ck,synapse-1.2,RF-HP,7,0.46875,0.5769230769230769,0.5172413793103449
promise-ck,synapse-1.2,XGB-HP,7,0.5151515151515151,0.6538461538461539,0.576271186440678
promise-ck,synapse-1.2,LGB-HP,7,0.48484848484848486,0.6153846153846154,0.5423728813559322
promise-ck,synapse-1.2,RF-SMOTE,7,0.5172413793103449,0.5769230769230769,0.5454545454545454
promise-ck,synapse-1.2,LR,8,0.5666666666666667,0.6538461538461539,0.6071428571428571
promise-ck,synapse-1.2,RF,8,0.8181818181818182,0.6923076923076923,0.75
